task,description,start,finish,duration,duration_hrs,note,category,date
psi,NA,2018-11-04T10:11:00Z,2018-11-04T10:17:00Z,00:06:16,0.1045676,NA,psi,2018-11-04
psi,NA,2018-11-04T10:17:00Z,2018-11-04T10:19:00Z,00:01:42,0.0285971,NA,psi,2018-11-04
psi,NA,2018-11-04T10:19:00Z,2018-11-04T10:32:00Z,00:13:16,0.221356,NA,psi,2018-11-04
psi,NA,2018-11-04T10:41:00Z,2018-11-04T10:43:00Z,00:01:55,0.0320232,NA,psi,2018-11-04
phi,NA,2018-11-04T10:43:00Z,2018-11-04T10:44:00Z,00:01:11,0.0198839,NA,phi,2018-11-04
theta,NA,2018-11-04T11:04:00Z,2018-11-04T11:06:00Z,00:01:14,0.0206111,NA,theta,2018-11-04
psi,NA,2018-11-04T11:06:00Z,2018-11-04T11:13:00Z,00:07:24,0.1235509,NA,psi,2018-11-04
theta,NA,2018-11-04T11:47:00Z,2018-11-04T11:52:00Z,00:05:19,0.088654,NA,theta,2018-11-04
psi,NA,2018-11-04T11:52:00Z,2018-11-04T11:54:00Z,00:01:29,0.0249174,NA,psi,2018-11-04
review,NA,2018-11-04T11:54:00Z,2018-11-04T11:55:00Z,00:01:41,0.028311,NA,psi,2018-11-04
phi,NA,2018-11-04T14:06:00Z,2018-11-04T14:27:00Z,00:20:26,0.3408071,NA,phi,2018-11-04
review,NA,2018-11-04T14:27:00Z,2018-11-04T14:27:00Z,00:00:11,0.0031998,NA,psi,2018-11-04
theta,NA,2018-11-04T14:27:00Z,2018-11-04T14:33:00Z,00:06:29,0.1081396,NA,theta,2018-11-04
phi,NA,2018-11-04T14:33:00Z,2018-11-04T14:42:00Z,00:09:02,0.1506037,NA,phi,2018-11-04
psi,NA,2018-11-04T14:42:00Z,2018-11-04T15:01:00Z,00:18:19,0.3055431,NA,psi,2018-11-04
review,NA,2018-11-04T15:01:00Z,2018-11-04T15:01:00Z,00:00:24,0.006864,NA,psi,2018-11-04
review,NA,2018-11-04T15:24:00Z,2018-11-04T15:25:00Z,00:00:34,0.0096221,NA,psi,2018-11-04
phi,NA,2018-11-04T15:25:00Z,2018-11-04T15:48:00Z,00:22:31,0.3752982,NA,phi,2018-11-04
review,NA,2018-11-04T15:48:00Z,2018-11-04T15:50:00Z,00:02:06,0.0351958,NA,psi,2018-11-04
theta,NA,2018-11-04T16:55:00Z,2018-11-04T17:09:00Z,00:13:37,0.2269792,NA,theta,2018-11-04
review,NA,2018-11-04T17:09:00Z,2018-11-04T17:14:00Z,00:04:49,0.0805472,NA,psi,2018-11-04
phi,NA,2018-11-04T17:33:00Z,2018-11-04T17:44:00Z,00:10:50,0.180627,NA,phi,2018-11-04
theta,NA,2018-11-04T17:44:00Z,2018-11-04T18:03:00Z,00:19:10,0.3195741,NA,theta,2018-11-04
psi,NA,2018-11-04T20:29:00Z,2018-11-04T20:51:00Z,00:21:26,0.3574732,NA,psi,2018-11-04
review,NA,2018-11-04T20:51:00Z,2018-11-04T20:54:00Z,00:03:11,0.0532947,NA,psi,2018-11-04
review,NA,2018-11-04T21:02:00Z,2018-11-04T21:08:00Z,00:06:21,0.1058491,NA,psi,2018-11-04
psi,NA,2018-11-05T07:18:00Z,2018-11-05T07:18:00Z,00:00:04,0.001274,NA,psi,2018-11-05
review,NA,2018-11-05T07:18:00Z,2018-11-05T07:18:00Z,00:00:18,0.0051629,NA,psi,2018-11-05
psi,NA,2018-11-05T07:18:00Z,2018-11-05T07:20:00Z,00:01:17,0.0215538,NA,psi,2018-11-05
psi,NA,2018-11-05T07:20:00Z,2018-11-05T07:35:00Z,00:15:47,0.2632611,NA,psi,2018-11-05
psi,NA,2018-11-05T07:53:00Z,2018-11-05T08:13:00Z,00:20:14,0.337321,NA,psi,2018-11-05
psi,NA,2018-11-05T09:16:00Z,2018-11-05T09:23:00Z,00:07:34,0.1261364,NA,psi,2018-11-05
psi,NA,2018-11-05T09:23:00Z,2018-11-05T09:43:00Z,00:19:59,0.3331128,NA,psi,2018-11-05
psi,NA,2018-11-05T10:12:00Z,2018-11-05T10:21:00Z,00:09:35,0.1599989,NA,psi,2018-11-05
review,NA,2018-11-05T10:21:00Z,2018-11-05T10:22:00Z,00:01:04,0.0180312,NA,psi,2018-11-05
review,NA,2018-11-05T11:43:00Z,2018-11-05T11:44:00Z,00:00:31,0.0087788,NA,psi,2018-11-05
phi,NA,2018-11-05T11:44:00Z,2018-11-05T11:48:00Z,00:03:39,0.0608747,NA,phi,2018-11-05
theta,NA,2018-11-05T11:48:00Z,2018-11-05T11:50:00Z,00:02:17,0.0382949,NA,theta,2018-11-05
phi,NA,2018-11-05T12:05:00Z,2018-11-05T12:15:00Z,00:10:21,0.1725006,NA,phi,2018-11-05
phi,NA,2018-11-05T12:16:00Z,2018-11-05T12:25:00Z,00:09:09,0.1525288,NA,phi,2018-11-05
phi,NA,2018-11-05T12:27:00Z,2018-11-05T12:29:00Z,00:01:34,0.0261801,NA,phi,2018-11-05
theta,NA,2018-11-05T12:32:00Z,2018-11-05T12:35:00Z,00:03:46,0.0628304,NA,theta,2018-11-05
psi,NA,2018-11-05T13:25:00Z,2018-11-05T13:43:00Z,00:17:30,0.2917926,NA,psi,2018-11-05
review,NA,2018-11-05T13:43:00Z,2018-11-05T13:44:00Z,00:00:49,0.0137903,NA,psi,2018-11-05
theta,NA,2018-11-05T13:44:00Z,2018-11-05T13:44:00Z,00:00:06,0.001856,NA,theta,2018-11-05
phi,NA,2018-11-05T13:44:00Z,2018-11-05T13:49:00Z,00:04:55,0.0821812,NA,phi,2018-11-05
phi,NA,2018-11-05T13:49:00Z,2018-11-05T14:30:00Z,00:40:56,0.682261,NA,phi,2018-11-05
review,NA,2018-11-05T14:30:00Z,2018-11-05T14:40:00Z,00:09:27,0.1575748,NA,psi,2018-11-05
psi,NA,2018-11-06T08:07:00Z,2018-11-06T08:29:00Z,00:22:08,0.369047,NA,psi,2018-11-06
psi,NA,2018-11-06T09:17:00Z,2018-11-06T09:37:00Z,00:20:18,0.3383523,NA,psi,2018-11-06
psi,NA,2018-11-06T11:07:00Z,2018-11-06T11:31:00Z,00:23:06,0.3850768,NA,psi,2018-11-06
psi,NA,2018-11-06T11:31:00Z,2018-11-06T11:41:00Z,00:09:52,0.1644957,NA,psi,2018-11-06
review,NA,2018-11-06T11:59:00Z,2018-11-06T12:02:00Z,00:03:27,0.0576179,NA,psi,2018-11-06
theta,NA,2018-11-06T13:26:00Z,2018-11-06T13:32:00Z,00:05:48,0.0967863,NA,theta,2018-11-06
phi,NA,2018-11-06T13:43:00Z,2018-11-06T13:44:00Z,00:01:32,0.0256846,NA,phi,2018-11-06
theta,NA,2018-11-06T13:54:00Z,2018-11-06T14:33:00Z,00:38:14,0.6374598,NA,theta,2018-11-06
psi,NA,2018-11-06T14:45:00Z,2018-11-06T14:51:00Z,00:05:42,0.0952402,NA,psi,2018-11-06
psi,NA,2018-11-06T15:06:00Z,2018-11-06T15:17:00Z,00:10:19,0.1719563,NA,psi,2018-11-06
psi,NA,2018-11-06T16:02:00Z,2018-11-06T16:06:00Z,00:03:58,0.066318,NA,psi,2018-11-06
phi,NA,2018-11-06T16:57:00Z,2018-11-06T17:15:00Z,00:18:30,0.3083821,NA,phi,2018-11-06
theta,NA,2018-11-06T17:15:00Z,2018-11-06T17:29:00Z,00:13:07,0.2188526,NA,theta,2018-11-06
theta,NA,2018-11-06T17:41:00Z,2018-11-06T18:01:00Z,00:20:04,0.3344757,NA,theta,2018-11-06
theta,NA,2018-11-06T18:39:00Z,2018-11-06T18:40:00Z,00:00:41,0.0115458,NA,theta,2018-11-06
review,NA,2018-11-07T07:42:00Z,2018-11-07T07:42:00Z,00:00:19,0.0054568,NA,psi,2018-11-07
psi,NA,2018-11-07T07:42:00Z,2018-11-07T07:43:00Z,00:00:44,0.0124433,NA,psi,2018-11-07
psi,NA,2018-11-07T07:43:00Z,2018-11-07T07:45:00Z,00:01:46,0.0296576,NA,psi,2018-11-07
psi,NA,2018-11-07T09:19:00Z,2018-11-07T09:39:00Z,00:19:57,0.3326663,NA,psi,2018-11-07
psi,NA,2018-11-07T10:29:00Z,2018-11-07T10:45:00Z,00:16:19,0.2721673,NA,psi,2018-11-07
psi,NA,2018-11-07T11:01:00Z,2018-11-07T11:06:00Z,00:05:35,0.0931539,NA,psi,2018-11-07
psi,NA,2018-11-07T11:14:00Z,2018-11-07T11:17:00Z,00:02:51,0.0475305,NA,psi,2018-11-07
review,NA,2018-11-07T11:17:00Z,2018-11-07T11:18:00Z,00:01:16,0.0213478,NA,psi,2018-11-07
phi,NA,2018-11-07T11:18:00Z,2018-11-07T11:24:00Z,00:05:21,0.0893492,NA,phi,2018-11-07
psi,NA,2018-11-07T11:24:00Z,2018-11-07T11:27:00Z,00:03:31,0.058699,NA,psi,2018-11-07
psi,NA,2018-11-07T11:27:00Z,2018-11-07T12:03:00Z,00:35:31,0.5922121,NA,psi,2018-11-07
psi,NA,2018-11-07T13:16:00Z,2018-11-07T13:22:00Z,00:05:57,0.0992017,NA,psi,2018-11-07
phi,NA,2018-11-07T13:49:00Z,2018-11-07T13:49:00Z,00:00:04,0.0013332,NA,phi,2018-11-07
psi,NA,2018-11-07T13:51:00Z,2018-11-07T14:06:00Z,00:14:28,0.241206,NA,psi,2018-11-07
phi,NA,2018-11-07T15:42:00Z,2018-11-07T15:58:00Z,00:15:41,0.2615436,NA,phi,2018-11-07
phi,NA,2018-11-07T16:02:00Z,2018-11-07T16:16:00Z,00:14:28,0.2411857,NA,phi,2018-11-07
review,NA,2018-11-08T11:02:00Z,2018-11-08T11:03:00Z,00:00:45,0.0126131,NA,psi,2018-11-08
phi,NA,2018-11-08T11:03:00Z,2018-11-08T11:03:00Z,00:00:00,2.273e-4,NA,phi,2018-11-08
phi,NA,2018-11-08T11:03:00Z,2018-11-08T11:04:00Z,00:00:47,0.0130901,NA,phi,2018-11-08
psi,NA,2018-11-08T11:04:00Z,2018-11-08T11:04:00Z,00:00:45,0.0125674,NA,psi,2018-11-08
phi,NA,2018-11-08T11:04:00Z,2018-11-08T11:14:00Z,00:09:18,0.1552454,NA,phi,2018-11-08
review,NA,2018-11-08T11:22:00Z,2018-11-08T11:23:00Z,00:00:57,0.0159952,NA,psi,2018-11-08
review,NA,2018-11-08T14:07:00Z,2018-11-08T14:07:00Z,00:00:17,0.0049524,NA,psi,2018-11-08
phi,NA,2018-11-08T14:07:00Z,2018-11-08T14:12:00Z,00:04:41,0.0780637,NA,phi,2018-11-08
psi,NA,2018-11-08T14:29:00Z,2018-11-08T14:33:00Z,00:03:43,0.0621808,NA,psi,2018-11-08
psi,NA,2018-11-08T14:35:00Z,2018-11-08T14:37:00Z,00:01:22,0.022798,NA,psi,2018-11-08
phi,NA,2018-11-08T15:00:00Z,2018-11-08T15:04:00Z,00:04:00,0.066789,NA,phi,2018-11-08
review,NA,2018-11-08T15:11:00Z,2018-11-08T15:21:00Z,00:09:54,0.1651363,NA,psi,2018-11-08
Blog  crafts,NA,2018-11-08T15:22:00Z,2018-11-08T15:22:00Z,00:00:04,0.001195,NA,wellness,2018-11-08
phi,NA,2018-11-08T15:51:00Z,2018-11-08T16:03:00Z,00:12:05,0.2014997,NA,phi,2018-11-08
phi,NA,2018-11-08T19:18:00Z,2018-11-08T19:30:00Z,00:11:56,0.1989824,NA,phi,2018-11-08
review,NA,2018-11-09T09:37:00Z,2018-11-09T09:44:00Z,00:07:13,0.1203398,NA,psi,2018-11-09
review,NA,2018-11-09T09:51:00Z,2018-11-09T09:51:00Z,00:00:18,0.0051857,NA,psi,2018-11-09
theta,NA,2018-11-09T09:51:00Z,2018-11-09T09:54:00Z,00:02:39,0.0441769,NA,theta,2018-11-09
psi,NA,2018-11-09T10:41:00Z,2018-11-09T10:45:00Z,00:03:58,0.0662092,NA,psi,2018-11-09
psi,NA,2018-11-09T10:47:00Z,2018-11-09T10:48:00Z,00:01:33,0.0259615,NA,psi,2018-11-09
theta,NA,2018-11-09T10:49:00Z,2018-11-09T11:00:00Z,00:11:50,0.1973446,NA,theta,2018-11-09
review,NA,2018-11-09T11:28:00Z,2018-11-09T11:32:00Z,00:03:53,0.0649539,NA,psi,2018-11-09
theta,NA,2018-11-09T11:32:00Z,2018-11-09T11:41:00Z,00:08:51,0.1475261,NA,theta,2018-11-09
psi,NA,2018-11-09T12:04:00Z,2018-11-09T12:06:00Z,00:02:01,0.0336528,NA,psi,2018-11-09
psi,NA,2018-11-09T12:43:00Z,2018-11-09T13:03:00Z,00:20:16,0.3380159,NA,psi,2018-11-09
psi,NA,2018-11-09T13:12:00Z,2018-11-09T13:19:00Z,00:07:31,0.1254126,NA,psi,2018-11-09
phi,NA,2018-11-09T13:19:00Z,2018-11-09T13:19:00Z,00:00:00,3.34e-5,NA,phi,2018-11-09
theta,NA,2018-11-09T13:19:00Z,2018-11-09T14:15:00Z,00:56:10,0.9362647,NA,theta,2018-11-09
psi,NA,2018-11-09T16:10:00Z,2018-11-09T16:28:00Z,00:17:59,0.2998448,NA,psi,2018-11-09
review,NA,2018-11-09T17:38:00Z,2018-11-09T17:38:00Z,00:00:18,0.0051832,NA,psi,2018-11-09
theta,NA,2018-11-09T17:38:00Z,2018-11-09T17:56:00Z,00:17:38,0.2939765,NA,theta,2018-11-09
review,NA,2018-11-09T17:56:00Z,2018-11-09T18:00:00Z,00:04:24,0.0735183,NA,psi,2018-11-09
Blog  crafts,NA,2018-11-09T18:42:00Z,2018-11-09T18:42:00Z,00:00:08,0.0024555,NA,wellness,2018-11-09
phi,NA,2018-11-09T18:42:00Z,2018-11-09T18:46:00Z,00:04:18,0.0717392,NA,phi,2018-11-09
theta,NA,2018-11-09T18:46:00Z,2018-11-09T19:12:00Z,00:26:06,0.4350457,NA,theta,2018-11-09
theta,NA,2018-11-09T19:32:00Z,2018-11-09T19:43:00Z,00:10:31,0.175435,NA,theta,2018-11-09
theta,NA,2018-11-09T19:48:00Z,2018-11-09T20:09:00Z,00:21:23,0.356443,NA,theta,2018-11-09
review,NA,2018-11-09T20:09:00Z,2018-11-09T20:10:00Z,00:00:20,0.0058112,NA,psi,2018-11-09
review,NA,2018-11-09T20:10:00Z,2018-11-09T20:10:00Z,00:00:00,2.053e-4,NA,psi,2018-11-09
phi,NA,2018-11-09T20:22:00Z,2018-11-09T20:39:00Z,00:16:47,0.2798558,NA,phi,2018-11-09
review,NA,2018-11-09T20:39:00Z,2018-11-09T20:39:00Z,00:00:16,0.0045234,NA,psi,2018-11-09
psi,NA,2018-11-09T20:54:00Z,2018-11-09T21:06:00Z,00:12:18,0.2050568,NA,psi,2018-11-09
psi,NA,2018-11-09T21:12:00Z,2018-11-09T21:18:00Z,00:05:59,0.0998756,NA,psi,2018-11-09
review,NA,2018-11-10T08:00:00Z,2018-11-10T08:09:00Z,00:08:59,0.1498673,NA,psi,2018-11-10
psi,NA,2018-11-10T08:09:00Z,2018-11-10T08:10:00Z,00:00:42,0.0118086,NA,psi,2018-11-10
psi,NA,2018-11-10T08:22:00Z,2018-11-10T08:44:00Z,00:21:03,0.3511005,NA,psi,2018-11-10
psi,NA,2018-11-10T08:44:00Z,2018-11-10T08:46:00Z,00:02:17,0.03807,NA,psi,2018-11-10
psi,NA,2018-11-10T08:49:00Z,2018-11-10T08:56:00Z,00:06:58,0.1161984,NA,psi,2018-11-10
review,NA,2018-11-10T09:05:00Z,2018-11-10T09:05:00Z,00:00:37,0.0104876,NA,psi,2018-11-10
phi,NA,2018-11-10T09:05:00Z,2018-11-10T09:10:00Z,00:04:15,0.0711108,NA,phi,2018-11-10
theta,NA,2018-11-10T09:13:00Z,2018-11-10T09:14:00Z,00:01:14,0.0205692,NA,theta,2018-11-10
psi,NA,2018-11-10T09:14:00Z,2018-11-10T09:16:00Z,00:02:04,0.0345746,NA,psi,2018-11-10
psi,NA,2018-11-10T09:16:00Z,2018-11-10T09:21:00Z,00:05:24,0.0901235,NA,psi,2018-11-10
psi,NA,2018-11-10T09:38:00Z,2018-11-10T09:51:00Z,00:12:17,0.2048712,NA,psi,2018-11-10
psi,NA,2018-11-10T11:17:00Z,2018-11-10T11:26:00Z,00:09:49,0.1637538,NA,psi,2018-11-10
review,NA,2018-11-10T11:26:00Z,2018-11-10T12:06:00Z,00:39:27,0.6576163,NA,psi,2018-11-10
psi,NA,2018-11-10T12:06:00Z,2018-11-10T12:06:00Z,00:00:20,0.0056912,NA,psi,2018-11-10
psi,NA,2018-11-10T12:06:00Z,2018-11-10T12:16:00Z,00:09:57,0.166073,NA,psi,2018-11-10
psi,NA,2018-11-10T13:41:00Z,2018-11-10T14:02:00Z,00:21:22,0.3562197,NA,psi,2018-11-10
phi,NA,2018-11-10T16:24:00Z,2018-11-10T19:50:00Z,03:25:12,3.4201203,NA,phi,2018-11-10
theta,NA,2018-11-10T20:53:00Z,2018-11-10T21:01:00Z,00:07:53,0.1314164,NA,theta,2018-11-10
phi,NA,2018-11-10T21:01:00Z,2018-11-10T21:01:00Z,00:00:04,0.001189,NA,phi,2018-11-10
theta,NA,2018-11-10T21:01:00Z,2018-11-10T22:12:00Z,01:11:16,1.1878134,NA,theta,2018-11-10
theta,NA,2018-11-10T22:19:00Z,2018-11-10T22:35:00Z,00:15:55,0.2653689,NA,theta,2018-11-10
review,NA,2018-11-11T07:13:00Z,2018-11-11T07:42:00Z,00:28:14,0.4705709,NA,psi,2018-11-11
psi,NA,2018-11-11T07:49:00Z,2018-11-11T07:49:00Z,00:00:25,0.0069506,NA,psi,2018-11-11
phi,NA,2018-11-11T07:49:00Z,2018-11-11T08:04:00Z,00:15:10,0.2528499,NA,phi,2018-11-11
psi,NA,2018-11-11T08:17:00Z,2018-11-11T08:20:00Z,00:02:40,0.0445099,NA,psi,2018-11-11
review,NA,2018-11-11T08:43:00Z,2018-11-11T08:45:00Z,00:01:59,0.033153,NA,psi,2018-11-11
review,NA,2018-11-11T08:57:00Z,2018-11-11T08:58:00Z,00:00:56,0.0158083,NA,psi,2018-11-11
theta,NA,2018-11-11T08:58:00Z,2018-11-11T09:01:00Z,00:02:52,0.0478353,NA,theta,2018-11-11
psi,NA,2018-11-11T09:01:00Z,2018-11-11T09:03:00Z,00:01:50,0.0308095,NA,psi,2018-11-11
theta,NA,2018-11-11T09:26:00Z,2018-11-11T09:48:00Z,00:21:59,0.366665,NA,theta,2018-11-11
review,NA,2018-11-11T09:48:00Z,2018-11-11T09:49:00Z,00:00:58,0.0161745,NA,psi,2018-11-11
review,NA,2018-11-11T09:49:00Z,2018-11-11T10:30:00Z,00:41:01,0.6838554,NA,psi,2018-11-11
phi,NA,2018-11-11T10:30:00Z,2018-11-11T10:30:00Z,00:00:11,0.0032686,NA,phi,2018-11-11
phi,NA,2018-11-11T10:35:00Z,2018-11-11T10:37:00Z,00:02:32,0.0423753,NA,phi,2018-11-11
theta,NA,2018-11-11T10:37:00Z,2018-11-11T10:55:00Z,00:17:37,0.2938761,NA,theta,2018-11-11
theta,NA,2018-11-11T11:19:00Z,2018-11-11T11:20:00Z,00:00:52,0.014446,NA,theta,2018-11-11
phi,NA,2018-11-11T18:50:00Z,2018-11-11T19:02:00Z,00:12:05,0.2016272,NA,phi,2018-11-11
review,NA,2018-11-11T19:02:00Z,2018-11-11T19:03:00Z,00:00:28,0.0077785,NA,psi,2018-11-11
theta,NA,2018-11-11T19:03:00Z,2018-11-11T19:35:00Z,00:32:13,0.5370517,NA,theta,2018-11-11
review,NA,2018-11-11T19:35:00Z,2018-11-11T19:36:00Z,00:00:50,0.0139489,NA,psi,2018-11-11
review,NA,2018-11-12T06:55:00Z,2018-11-12T06:59:00Z,00:04:46,0.0795142,NA,psi,2018-11-12
psi,NA,2018-11-12T06:59:00Z,2018-11-12T07:02:00Z,00:02:25,0.0405503,NA,psi,2018-11-12
psi,NA,2018-11-12T07:02:00Z,2018-11-12T07:16:00Z,00:13:58,0.2330372,NA,psi,2018-11-12
psi,NA,2018-11-12T07:16:00Z,2018-11-12T07:17:00Z,00:00:43,0.0120948,NA,psi,2018-11-12
review,NA,2018-11-12T07:17:00Z,2018-11-12T07:17:00Z,00:00:10,0.002861,NA,psi,2018-11-12
psi,NA,2018-11-12T07:17:00Z,2018-11-12T07:17:00Z,00:00:01,4.062e-4,NA,psi,2018-11-12
review,NA,2018-11-12T07:17:00Z,2018-11-12T07:17:00Z,00:00:20,0.0057506,NA,psi,2018-11-12
phi,NA,2018-11-12T07:17:00Z,2018-11-12T07:28:00Z,00:10:23,0.1731814,NA,phi,2018-11-12
psi,NA,2018-11-12T07:28:00Z,2018-11-12T07:28:00Z,00:00:00,2.717e-4,NA,psi,2018-11-12
phi,NA,2018-11-12T07:28:00Z,2018-11-12T07:41:00Z,00:12:16,0.2044692,NA,phi,2018-11-12
phi,NA,2018-11-12T08:31:00Z,2018-11-12T08:42:00Z,00:11:01,0.1837545,NA,phi,2018-11-12
phi,NA,2018-11-12T08:44:00Z,2018-11-12T08:44:00Z,00:00:08,0.0022226,NA,phi,2018-11-12
psi,NA,2018-11-12T12:21:00Z,2018-11-12T12:27:00Z,00:05:43,0.0955396,NA,psi,2018-11-12
theta,NA,2018-11-12T12:27:00Z,2018-11-12T12:30:00Z,00:02:39,0.0444059,NA,theta,2018-11-12
phi,NA,2018-11-12T12:30:00Z,2018-11-12T12:37:00Z,00:07:31,0.125409,NA,phi,2018-11-12
theta,NA,2018-11-12T12:40:00Z,2018-11-12T12:57:00Z,00:16:40,0.2779666,NA,theta,2018-11-12
psi,NA,2018-11-12T13:05:00Z,2018-11-12T13:07:00Z,00:02:16,0.0379311,NA,psi,2018-11-12
review,NA,2018-11-12T13:13:00Z,2018-11-12T13:18:00Z,00:04:50,0.0807505,NA,psi,2018-11-12
phi,NA,2018-11-12T13:18:00Z,2018-11-12T13:52:00Z,00:33:40,0.5611808,NA,phi,2018-11-12
theta,NA,2018-11-12T13:52:00Z,2018-11-12T14:20:00Z,00:27:56,0.4655795,NA,theta,2018-11-12
review,NA,2018-11-12T14:20:00Z,2018-11-12T14:21:00Z,00:00:43,0.0120947,NA,psi,2018-11-12
psi,NA,2018-11-12T14:21:00Z,2018-11-12T14:21:00Z,00:00:36,0.010027,NA,psi,2018-11-12
phi,NA,2018-11-12T14:24:00Z,2018-11-12T15:16:00Z,00:52:06,0.868515,NA,phi,2018-11-12
theta,NA,2018-11-12T15:16:00Z,2018-11-12T15:29:00Z,00:13:15,0.2210634,NA,theta,2018-11-12
theta,NA,2018-11-12T18:48:00Z,2018-11-12T19:02:00Z,00:14:15,0.2375951,NA,theta,2018-11-12
psi,NA,2018-11-12T19:02:00Z,2018-11-12T19:19:00Z,00:16:24,0.273375,NA,psi,2018-11-12
psi,NA,2018-11-12T19:39:00Z,2018-11-12T19:50:00Z,00:11:26,0.1906666,NA,psi,2018-11-12
review,NA,2018-11-12T19:50:00Z,2018-11-12T20:01:00Z,00:10:22,0.1728869,NA,psi,2018-11-12
theta,NA,2018-11-12T20:01:00Z,2018-11-12T20:43:00Z,00:42:39,0.7110269,NA,theta,2018-11-12
review,NA,2018-11-12T20:59:00Z,2018-11-12T21:07:00Z,00:08:38,0.1441433,NA,psi,2018-11-12
theta,NA,2018-11-12T21:07:00Z,2018-11-12T21:13:00Z,00:06:08,0.1024435,NA,theta,2018-11-12
theta,NA,2018-11-12T21:21:00Z,2018-11-12T21:35:00Z,00:13:28,0.2246682,NA,theta,2018-11-12
review,NA,2018-11-12T21:35:00Z,2018-11-12T21:40:00Z,00:04:51,0.0809016,NA,psi,2018-11-12
theta,NA,2018-11-12T21:55:00Z,2018-11-12T21:58:00Z,00:02:16,0.0380345,NA,theta,2018-11-12
review,NA,2018-11-13T06:45:00Z,2018-11-13T06:49:00Z,00:04:02,0.0673221,NA,psi,2018-11-13
psi,NA,2018-11-13T06:49:00Z,2018-11-13T06:50:00Z,00:00:29,0.0081871,NA,psi,2018-11-13
psi,NA,2018-11-13T06:50:00Z,2018-11-13T06:54:00Z,00:03:48,0.0634475,NA,psi,2018-11-13
psi,NA,2018-11-13T06:54:00Z,2018-11-13T06:57:00Z,00:03:52,0.0646799,NA,psi,2018-11-13
psi,NA,2018-11-13T06:58:00Z,2018-11-13T06:58:00Z,00:00:33,0.0093172,NA,psi,2018-11-13
psi,NA,2018-11-13T06:58:00Z,2018-11-13T07:00:00Z,00:01:47,0.0299388,NA,psi,2018-11-13
theta,NA,2018-11-13T07:21:00Z,2018-11-13T07:28:00Z,00:07:21,0.1226238,NA,theta,2018-11-13
psi,NA,2018-11-13T07:28:00Z,2018-11-13T07:31:00Z,00:02:51,0.0476142,NA,psi,2018-11-13
psi,NA,2018-11-13T07:31:00Z,2018-11-13T07:32:00Z,00:00:43,0.0120224,NA,psi,2018-11-13
psi,NA,2018-11-13T08:10:00Z,2018-11-13T08:42:00Z,00:31:51,0.5308499,NA,psi,2018-11-13
review,NA,2018-11-13T15:18:00Z,2018-11-13T15:40:00Z,00:22:41,0.378152,NA,psi,2018-11-13
review,NA,2018-11-13T15:41:00Z,2018-11-13T15:42:00Z,00:01:05,0.0181698,NA,psi,2018-11-13
phi,NA,2018-11-13T15:58:00Z,2018-11-13T16:03:00Z,00:04:30,0.0750122,NA,phi,2018-11-13
theta,NA,2018-11-13T16:03:00Z,2018-11-13T16:03:00Z,00:00:41,0.0116229,NA,theta,2018-11-13
phi,NA,2018-11-13T16:03:00Z,2018-11-13T16:07:00Z,00:03:15,0.054318,NA,phi,2018-11-13
phi,NA,2018-11-13T16:11:00Z,2018-11-13T16:15:00Z,00:04:36,0.0769405,NA,phi,2018-11-13
phi,NA,2018-11-13T16:31:00Z,2018-11-13T16:45:00Z,00:14:33,0.2425761,NA,phi,2018-11-13
community,NA,2018-11-13T16:55:00Z,2018-11-13T17:00:00Z,00:04:55,0.0821542,NA,psi,2018-11-13
review,NA,2018-11-13T17:00:00Z,2018-11-13T17:03:00Z,00:02:24,0.0401254,NA,psi,2018-11-13
theta,NA,2018-11-13T17:03:00Z,2018-11-13T17:18:00Z,00:15:13,0.2537801,NA,theta,2018-11-13
theta,NA,2018-11-13T17:49:00Z,2018-11-13T17:53:00Z,00:03:18,0.0550969,NA,theta,2018-11-13
psi,NA,2018-11-13T17:53:00Z,2018-11-13T17:56:00Z,00:03:25,0.0571045,NA,psi,2018-11-13
review,NA,2018-11-13T17:56:00Z,2018-11-13T18:03:00Z,00:06:48,0.1134083,NA,psi,2018-11-13
theta,NA,2018-11-13T18:03:00Z,2018-11-13T18:23:00Z,00:20:03,0.3343467,NA,theta,2018-11-13
review,NA,2018-11-13T18:23:00Z,2018-11-13T18:23:00Z,00:00:11,0.0032742,NA,psi,2018-11-13
phi,NA,2018-11-13T18:23:00Z,2018-11-13T18:30:00Z,00:07:24,0.123433,NA,phi,2018-11-13
theta,NA,2018-11-13T19:27:00Z,2018-11-13T19:43:00Z,00:15:37,0.2604993,NA,theta,2018-11-13
review,NA,2018-11-13T19:43:00Z,2018-11-13T19:43:00Z,00:00:05,0.0015333,NA,psi,2018-11-13
review,NA,2018-11-13T19:43:00Z,2018-11-13T19:43:00Z,00:00:19,0.0055131,NA,psi,2018-11-13
review,NA,2018-11-13T19:43:00Z,2018-11-13T19:44:00Z,00:00:52,0.0146596,NA,psi,2018-11-13
psi,NA,2018-11-13T19:51:00Z,2018-11-13T20:36:00Z,00:45:01,0.7504507,NA,psi,2018-11-13
review,NA,2018-11-13T20:41:00Z,2018-11-13T20:51:00Z,00:09:16,0.1546975,NA,psi,2018-11-13
review,NA,2018-11-13T20:54:00Z,2018-11-13T21:19:00Z,00:24:47,0.4132055,NA,psi,2018-11-13
theta,NA,2018-11-13T21:19:00Z,2018-11-13T21:48:00Z,00:29:09,0.4858993,NA,theta,2018-11-13
